g2_nh_Logit,g2_nh_Prob,g3_n_Logit,g3_n_Prob,committee_g23_MeanLogit,committee_g23_StdLogit,committee_g23_MeanProb,committee_g23_MaxProb,committee_g23_MinProb,committee_g23_SpreadProb,g2_nh_x_g3_n,g2_nh_minus_g3_n,Window_12M->18M,Window_12M->18M_x_g2_nh_Logit,Window_12M->18M_x_g3_n_Logit,Window_18M->24M,Window_18M->24M_x_g2_nh_Logit,Window_18M->24M_x_g3_n_Logit,Window_1M->3M,Window_1M->3M_x_g2_nh_Logit,Window_1M->3M_x_g3_n_Logit,Window_3M->6M,Window_3M->6M_x_g2_nh_Logit,Window_3M->6M_x_g3_n_Logit,Window_6M->12M,Window_6M->12M_x_g2_nh_Logit,Window_6M->12M_x_g3_n_Logit
-1.6256206087662806,0.16443117748692976,-1.2289779593066006,0.2263603568147274,-1.4272992840364407,0.2804687071407384,0.19539576715082857,0.2263603568147274,0.16443117748692976,0.06192917932779765,1.9978518983683373,-0.39664264945968,0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,-1.6256206087662806,-1.2289779593066006,0.0,-0.0,-0.0,0.0,-0.0,-0.0
-1.6755195165017585,0.15768967067494916,-1.475062907448194,0.1861742963902337,-1.5752912119749762,0.1417442275954361,0.17193198353259143,0.1861742963902337,0.15768967067494916,0.02848462571528454,2.4714966894972763,-0.20045660905356444,0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,-1.6755195165017585,-1.475062907448194,0.0,-0.0,-0.0,0.0,-0.0,-0.0
-2.0998969971648345,0.10910683292887542,-1.622823982282286,0.16481577665105576,-1.8613604897235603,0.33734156394456066,0.1369613047899656,0.16481577665105576,0.10910683292887542,0.05570894372218034,3.407763207321651,-0.4770730148825484,0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,-2.0998969971648345,-1.622823982282286,0.0,-0.0,-0.0,0.0,-0.0,-0.0
-1.6924019286391352,0.15546022424585837,-1.7221429251481273,0.1515953472371074,-1.7072724268936312,0.021030060310753742,0.1535277857414829,0.15546022424585837,0.1515953472371074,0.003864877008750961,2.9145580079129325,0.02974099650899209,0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,-1.6924019286391352,-1.7221429251481273,0.0,-0.0,-0.0,0.0,-0.0,-0.0
-0.866376226905932,0.2960088928496238,-1.2908063813216173,0.21571635369167055,-1.0785913041137747,0.3001174403273846,0.2558626232706472,0.2960088928496238,0.21571635369167055,0.08029253915795323,1.1183239623155223,0.4244301544156853,0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,-0.866376226905932,-1.2908063813216173,0.0,-0.0,-0.0,0.0,-0.0,-0.0
-1.0504941002589834,0.2591302312943619,-1.3276347898856193,0.2095508678302701,-1.1890644450723014,0.19596806097771055,0.234340549562316,0.2591302312943619,0.2095508678302701,0.04957936346409181,1.3946725140734182,0.27714068962663596,0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,-1.0504941002589834,-1.3276347898856193,0.0,-0.0,-0.0,0.0,-0.0,-0.0
-1.7741046959790079,0.14503261225585543,-1.3282729112626885,0.20944518944123122,-1.5511888036208483,0.3152506782414104,0.17723890084854332,0.20944518944123122,0.14503261225585543,0.0644125771853758,2.3564952094128437,-0.44583178471631935,0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,-1.7741046959790079,-1.3282729112626885,0.0,-0.0,-0.0,0.0,-0.0,-0.0
-1.046725733825183,0.2598543453049326,-0.9964333703764289,0.26964324094123293,-1.021579552100806,0.035562071236512484,0.26474879312308275,0.26964324094123293,0.2598543453049326,0.00978889563630031,1.0429924508151678,-0.050292363448754096,0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,-1.046725733825183,-0.9964333703764289,0.0,-0.0,-0.0,0.0,-0.0,-0.0
-1.2694782345582363,0.21934658281063008,-1.3135689482098922,0.21189024276151855,-1.2915235913840641,0.031176842610440212,0.2156184127860743,0.21934658281063008,0.21189024276151855,0.007456340049111526,1.6675471893440132,0.044090713651655955,0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,-1.2694782345582363,-1.3135689482098922,0.0,-0.0,-0.0,0.0,-0.0,-0.0
-1.1116040422760267,0.2475719664532547,-1.7710563680707525,0.14541100844138755,-1.4413302051733896,0.466303211438691,0.19649148744732112,0.2475719664532547,0.14541100844138755,0.10216095801186714,1.9687134178461472,0.6594523257947258,0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,-1.1116040422760267,-1.7710563680707525,0.0,-0.0,-0.0,0.0,-0.0,-0.0
